date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:56	42691/42691	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Jun%202024%2013:08:16%20GMT	https://challenges.cloudflare.com/turnstile/v0/g/d2a97f6b6ec9/api.js	C:/My%20Web%20Sites/shoibwebproject/challenges.cloudflare.com/turnstile/v0/g/d2a97f6b6ec9/api.js	(from https://www.imagetotext.io/)
14:16:56	365/365	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2216d-61ad422b78f29%22	https://www.imagetotext.io/web_assets/frontend/img/envelope.svg	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/img/envelope.svg	(from https://www.imagetotext.io/)
14:16:56	4716/4716	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:16:57%20GMT	https://www.imagetotext.io/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/cdn-cgi/l/email-protection.html	(from https://www.imagetotext.io/)
14:16:56	774/774	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22306-61ad422b78f29%22	https://www.imagetotext.io/web_assets/frontend/img/facebook.svg	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/img/facebook.svg	(from https://www.imagetotext.io/)
14:16:57	845/845	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2234d-61ad422b79ec9%22	https://www.imagetotext.io/web_assets/frontend/img/linkdln.svg	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/img/linkdln.svg	(from https://www.imagetotext.io/)
14:16:57	23138/23138	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:16:58%20GMT	https://www.imagetotext.io/blog	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/blog.html	(from https://www.imagetotext.io/)
14:16:57	22310/22310	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:16:58%20GMT	https://www.imagetotext.io/contact	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/contact.html	(from https://www.imagetotext.io/)
14:16:58	19539/19539	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:16:59%20GMT	https://www.imagetotext.io/about-us	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/about-us.html	(from https://www.imagetotext.io/)
14:16:58	29594/29594	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:16:59%20GMT	https://www.imagetotext.io/privacy-policy	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/privacy-policy.html	(from https://www.imagetotext.io/)
14:16:58	24214/24214	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:16:59%20GMT	https://www.imagetotext.io/terms-and-conditions	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/terms-and-conditions.html	(from https://www.imagetotext.io/)
14:16:59	20705/20705	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:00%20GMT	https://www.imagetotext.io/refund-policy	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/refund-policy.html	(from https://www.imagetotext.io/)
14:16:59	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:00%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/)
14:16:59	1253/1253	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224e5-61ad422b78f29%22	https://www.imagetotext.io/web_assets/frontend/img/icon/gmail-icon.svg	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/img/icon/gmail-icon.svg	(from https://www.imagetotext.io/)
14:16:59	7073/7073	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221ba1-61ad422b7dd4a%22	https://www.imagetotext.io/web_assets/frontend/img/logo-2.svg	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/img/logo-2.svg	(from https://www.imagetotext.io/)
14:17:00	158400/158400	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2226ac0-61ad422b7ecea%22	https://www.imagetotext.io/web_assets/frontend/img/signin-signup-img1.svg	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/img/signin-signup-img1.svg	(from https://www.imagetotext.io/)
14:17:00	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22667e9dca-4d7%22	https://www.imagetotext.io/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.imagetotext.io/)
14:17:01	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/shoibwebproject/code.jquery.com/jquery-3.6.0.min.js	(from https://www.imagetotext.io/)
14:17:01	65465/65465	---M-Z	200	added ('OK')	text/javascript	etag:%22ffb9-61ad422b7fc8a-gzip%22	https://www.imagetotext.io/web_assets/frontend/script/script.js?v3.15.3	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/script/scriptc934.js	(from https://www.imagetotext.io/)
14:17:01	33063/33063	---M-Z	200	added ('OK')	text/javascript	etag:%228127-61ad422b7fc8a-gzip%22	https://www.imagetotext.io/web_assets/frontend/script/home.js?v3.15.3	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/script/homec934.js	(from https://www.imagetotext.io/)
14:17:02	80926/80926	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:03%20GMT	https://www.imagetotext.io/es/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/es/jpg-to-word.html	(from https://www.imagetotext.io/es)
14:17:02	79005/79005	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:03%20GMT	https://www.imagetotext.io/es/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/es/pdf-to-word.html	(from https://www.imagetotext.io/es)
14:17:02	78234/78234	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:03%20GMT	https://www.imagetotext.io/es/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/es/jpg-to-pdf.html	(from https://www.imagetotext.io/es)
14:17:03	8197/8197	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:04%20GMT	https://www.imagetotext.io/chrome-extension://mhncgbfifjnhlilpnccgbimimkjejada/icons/512.png	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/chrome-extension_/mhncgbfifjnhlilpnccgbimimkjejada/icons/512.png	(from https://www.imagetotext.io/es)
14:17:03	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:04%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/es)
14:17:04	80382/80382	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:05%20GMT	https://www.imagetotext.io/id/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/id/jpg-to-word.html	(from https://www.imagetotext.io/id)
14:17:04	78523/78523	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:05%20GMT	https://www.imagetotext.io/id/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/id/pdf-to-word.html	(from https://www.imagetotext.io/id)
14:17:04	77819/77819	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:05%20GMT	https://www.imagetotext.io/id/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/id/jpg-to-pdf.html	(from https://www.imagetotext.io/id)
14:17:05	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:06%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/id)
14:17:05	80726/80726	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:06%20GMT	https://www.imagetotext.io/da/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/da/jpg-to-word.html	(from https://www.imagetotext.io/da)
14:17:05	78601/78601	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:06%20GMT	https://www.imagetotext.io/da/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/da/pdf-to-word.html	(from https://www.imagetotext.io/da)
14:17:06	78023/78023	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:07%20GMT	https://www.imagetotext.io/da/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/da/jpg-to-pdf.html	(from https://www.imagetotext.io/da)
14:17:06	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:07%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/da)
14:17:07	80935/80935	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:07%20GMT	https://www.imagetotext.io/de/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/de/jpg-to-word.html	(from https://www.imagetotext.io/de)
14:17:07	79056/79056	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:08%20GMT	https://www.imagetotext.io/de/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/de/pdf-to-word.html	(from https://www.imagetotext.io/de)
14:17:07	78180/78180	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:08%20GMT	https://www.imagetotext.io/de/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/de/jpg-to-pdf.html	(from https://www.imagetotext.io/de)
14:17:07	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:08%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/de)
14:17:08	81275/81275	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:09%20GMT	https://www.imagetotext.io/fr/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/fr/jpg-to-word.html	(from https://www.imagetotext.io/fr)
14:17:08	79357/79357	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:09%20GMT	https://www.imagetotext.io/fr/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/fr/pdf-to-word.html	(from https://www.imagetotext.io/fr)
14:17:09	78459/78459	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:09%20GMT	https://www.imagetotext.io/fr/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/fr/jpg-to-pdf.html	(from https://www.imagetotext.io/fr)
14:17:09	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:10%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/fr)
14:17:09	80728/80728	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:10%20GMT	https://www.imagetotext.io/it/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/it/jpg-to-word.html	(from https://www.imagetotext.io/it)
14:17:10	78783/78783	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:10%20GMT	https://www.imagetotext.io/it/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/it/pdf-to-word.html	(from https://www.imagetotext.io/it)
14:17:10	78169/78169	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:11%20GMT	https://www.imagetotext.io/it/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/it/jpg-to-pdf.html	(from https://www.imagetotext.io/it)
14:17:10	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:11%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/it)
14:17:11	80807/80807	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:11%20GMT	https://www.imagetotext.io/pl/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/pl/jpg-to-word.html	(from https://www.imagetotext.io/pl)
14:17:11	78768/78768	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:12%20GMT	https://www.imagetotext.io/pl/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/pl/pdf-to-word.html	(from https://www.imagetotext.io/pl)
14:17:11	78028/78028	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:12%20GMT	https://www.imagetotext.io/pl/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/pl/jpg-to-pdf.html	(from https://www.imagetotext.io/pl)
14:17:12	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:12%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/pl)
14:17:12	81025/81025	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:13%20GMT	https://www.imagetotext.io/ro/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ro/jpg-to-word.html	(from https://www.imagetotext.io/ro)
14:17:12	78989/78989	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:13%20GMT	https://www.imagetotext.io/ro/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ro/pdf-to-word.html	(from https://www.imagetotext.io/ro)
14:17:13	78379/78379	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:13%20GMT	https://www.imagetotext.io/ro/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ro/jpg-to-pdf.html	(from https://www.imagetotext.io/ro)
14:17:13	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:14%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/ro)
14:17:13	80902/80902	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:14%20GMT	https://www.imagetotext.io/sv/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/sv/jpg-to-word.html	(from https://www.imagetotext.io/sv)
14:17:14	78842/78842	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:15%20GMT	https://www.imagetotext.io/sv/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/sv/pdf-to-word.html	(from https://www.imagetotext.io/sv)
14:17:14	78147/78147	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:15%20GMT	https://www.imagetotext.io/sv/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/sv/jpg-to-pdf.html	(from https://www.imagetotext.io/sv)
14:17:14	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:15%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/sv)
14:17:15	81824/81824	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:16%20GMT	https://www.imagetotext.io/cs/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/cs/jpg-to-word.html	(from https://www.imagetotext.io/cs)
14:17:15	79680/79680	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:16%20GMT	https://www.imagetotext.io/cs/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/cs/pdf-to-word.html	(from https://www.imagetotext.io/cs)
14:17:15	78700/78700	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:16%20GMT	https://www.imagetotext.io/cs/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/cs/jpg-to-pdf.html	(from https://www.imagetotext.io/cs)
14:17:16	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:17%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/cs)
14:17:16	83413/83413	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:17%20GMT	https://www.imagetotext.io/ru/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ru/jpg-to-word.html	(from https://www.imagetotext.io/ru)
14:17:16	81017/81017	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:17%20GMT	https://www.imagetotext.io/ru/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ru/pdf-to-word.html	(from https://www.imagetotext.io/ru)
14:17:17	79792/79792	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:18%20GMT	https://www.imagetotext.io/ru/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ru/jpg-to-pdf.html	(from https://www.imagetotext.io/ru)
14:17:17	61180/61180	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:18%20GMT	https://www.imagetotext.io/ru/photo-translate	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ru/photo-translate.html	(from https://www.imagetotext.io/ru)
14:17:17	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:18%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/ru)
14:17:18	84328/84328	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:19%20GMT	https://www.imagetotext.io/th/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/th/jpg-to-word.html	(from https://www.imagetotext.io/th)
14:17:18	81868/81868	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:19%20GMT	https://www.imagetotext.io/th/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/th/pdf-to-word.html	(from https://www.imagetotext.io/th)
14:17:19	80558/80558	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:19%20GMT	https://www.imagetotext.io/th/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/th/jpg-to-pdf.html	(from https://www.imagetotext.io/th)
14:17:19	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:20%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/th)
14:17:19	80907/80907	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:20%20GMT	https://www.imagetotext.io/ko/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ko/jpg-to-word.html	(from https://www.imagetotext.io/ko)
14:17:20	78964/78964	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:20%20GMT	https://www.imagetotext.io/ko/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ko/pdf-to-word.html	(from https://www.imagetotext.io/ko)
14:17:20	78149/78149	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:21%20GMT	https://www.imagetotext.io/ko/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ko/jpg-to-pdf.html	(from https://www.imagetotext.io/ko)
14:17:20	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:21%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/ko)
14:17:21	79947/79947	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:21%20GMT	https://www.imagetotext.io/ch/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ch/jpg-to-word.html	(from https://www.imagetotext.io/ch)
14:17:21	78056/78056	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:22%20GMT	https://www.imagetotext.io/ch/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ch/pdf-to-word.html	(from https://www.imagetotext.io/ch)
14:17:21	77573/77573	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:22%20GMT	https://www.imagetotext.io/ch/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/ch/jpg-to-pdf.html	(from https://www.imagetotext.io/ch)
14:17:21	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:22%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/ch)
14:17:22	81132/81132	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:23%20GMT	https://www.imagetotext.io/pt/jpg-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/pt/jpg-to-word.html	(from https://www.imagetotext.io/pt)
14:17:22	79232/79232	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:23%20GMT	https://www.imagetotext.io/pt/pdf-to-word	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/pt/pdf-to-word.html	(from https://www.imagetotext.io/pt)
14:17:23	78280/78280	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2009:17:24%20GMT	https://www.imagetotext.io/pt/jpg-to-pdf	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/pt/jpg-to-pdf.html	(from https://www.imagetotext.io/pt)
14:17:23	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:24%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/pt)
14:17:24	8179/8179	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:24%20GMT	https://www.imagetotext.io/web_assets/frontend/img/imagetotext-io-sale.svg	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/img/imagetotext-io-sale.svg	(from https://www.imagetotext.io/web_assets/frontend/css/style.css?v3.15.3)
14:17:24	350/350	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jul%202024%2009:17:25%20GMT	https://www.imagetotext.io/image-to-text	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/image-to-text	(from https://www.imagetotext.io/jpg-to-word)
14:17:25	1276/1276	---M--	200	added ('OK')	image/png	etag:%224fc-61ad422b78f29%22	https://www.imagetotext.io/web_assets/frontend/img/image-to-text.png	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/img/image-to-text.png	(from https://www.imagetotext.io/jpg-to-word)
14:17:25	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:26%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/jpg-to-word)
14:17:25	350/350	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jul%202024%2009:17:26%20GMT	https://www.imagetotext.io/image-to-text	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/image-to-text	(from https://www.imagetotext.io/pdf-to-word)
14:17:26	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:27%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/pdf-to-word)
14:17:26	31226/31226	---M-Z	200	added ('OK')	text/javascript	etag:%2279fa-61ad422b7fc8a-gzip%22	https://www.imagetotext.io/web_assets/frontend/script/pdf-to-word.js?v3.15.3	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/script/pdf-to-wordc934.js	(from https://www.imagetotext.io/pdf-to-word)
14:17:27	350/350	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jul%202024%2009:17:28%20GMT	https://www.imagetotext.io/image-to-text	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/image-to-text	(from https://www.imagetotext.io/jpg-to-pdf)
14:17:27	1446/1446	---MC-	302	error ('Found')	text/html	date:Fri,%2005%20Jul%202024%2009:17:28%20GMT	https://www.imagetotext.io/emd/login/google	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/emd/login/google	(from https://www.imagetotext.io/jpg-to-pdf)
14:17:28	1239891/1239891	---M-Z	200	added ('OK')	application/javascript	etag:%225f24429a-12eb53%22	https://cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.68/pdfmake.min.js	C:/My%20Web%20Sites/shoibwebproject/cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.68/pdfmake.min.js	(from https://www.imagetotext.io/jpg-to-pdf)
14:17:28	926228/926228	---M-Z	200	added ('OK')	application/javascript	etag:%225f24429a-e2214%22	https://cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.68/vfs_fonts.js	C:/My%20Web%20Sites/shoibwebproject/cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.68/vfs_fonts.js	(from https://www.imagetotext.io/jpg-to-pdf)
14:17:28	8227/8227	---M-Z	200	added ('OK')	text/javascript	etag:%222023-61ad422b7fc8a-gzip%22	https://www.imagetotext.io/web_assets/frontend/script/jpg-to-pdf.js?v3.15.3	C:/My%20Web%20Sites/shoibwebproject/www.imagetotext.io/web_assets/frontend/script/jpg-to-pdfc934.js	(from https://www.imagetotext.io/jpg-to-pdf)
